0
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Oligodendrocyte.1
Microglia
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Microglia
Endothelial Cell
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
Oligodendrocyte.3
GABA-ergic Neuron
Oligodendrocyte.3
Microglia
GABA-ergic Neuron
Oligodendrocyte.1
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
Astrocyte
Microglia
GABA-ergic Neuron
Microglia
Oligodendrocyte.3
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.3
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Astrocyte
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
Microglia
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
Oligodendrocyte.3
Oligodendrocyte.3
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
Oligodendrocyte.3
Oligodendrocyte.3
Glutamatergic Neuron
Microglia
Oligodendrocyte.2
Oligodendrocyte.3
Astrocyte
Glutamatergic Neuron
Microglia
Astrocyte
Oligodendrocyte.3
Oligodendrocyte.3
Astrocyte
Oligodendrocyte.3
Endothelial Cell
GABA-ergic Neuron
Microglia
Astrocyte
Oligodendrocyte.2
Astrocyte
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
Endothelial Cell
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
Glutamatergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Oligodendrocyte.1
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Microglia
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Oligodendrocyte.1
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Oligodendrocyte.3
Oligodendrocyte.3
Oligodendrocyte.2
Oligodendrocyte.3
Endothelial Cell
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Astrocyte
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
Microglia
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
Endothelial Cell
Astrocyte
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
Endothelial Cell
Oligodendrocyte.3
Oligodendrocyte.3
Astrocyte
Oligodendrocyte.3
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Oligodendrocyte.3
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
Astrocyte
GABA-ergic Neuron
Astrocyte
Microglia
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
GABA-ergic Neuron
Oligodendrocyte.1
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Astrocyte
Astrocyte
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Oligodendrocyte.1
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.1
GABA-ergic Neuron
Microglia
Oligodendrocyte.3
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
GABA-ergic Neuron
Microglia
Microglia
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
Oligodendrocyte.3
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.1
GABA-ergic Neuron
Oligodendrocyte.3
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
Microglia
Oligodendrocyte.2
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
Oligodendrocyte.3
Microglia
Glutamatergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Microglia
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.1
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
Astrocyte
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
