,n_cells,highly_variable,means,dispersions,dispersions_norm
3110056O03Rik,455,True,0.08690902700785932,0.859180100614215,0.80781186
3110057O12Rik,1058,True,0.17562676078189207,0.5079750794344423,0.64470327
3110062M04Rik,161,True,0.02713274898816333,1.0535414372537535,0.8980782
3632451O06Rik,937,True,0.5126095511881631,1.864192698436655,2.184585
4430402I18Rik,166,True,0.023983408169214994,0.4727667399707121,0.6283516
4632415K11Rik,202,True,0.06756576807374229,1.00880809473935,0.8773029
4632428N05Rik,111,True,0.1403330469159373,2.805531827045135,1.7117473
4732418C07Rik,1389,True,0.6754022506379269,1.320912819197428,1.1598572
4732471D19Rik,555,True,0.1106583006400928,0.8484938215984099,0.8028489
4732491K20Rik,480,True,0.11717644021416886,0.21792212054294408,0.5099953
4831440E17Rik,1072,True,0.06176499725027292,0.5010740131291088,0.6414982
4833442J19Rik,425,True,0.08084328603385728,0.7336157522607006,0.7494965
4921531C22Rik,363,True,0.0869617090513722,0.35549113361453066,0.5738858
4922501C03Rik,967,True,0.13885772442604397,0.27202623253321173,0.5351226
4930422G04Rik,386,True,0.0808198474284943,0.9235066432106697,0.8376867
4930432K21Rik,132,True,0.025610475300367183,0.252089682639523,0.5258635
4930452B06Rik,307,True,0.12128582428177738,1.0218523690831414,0.883361
4930453N24Rik,670,True,0.1503238975213469,0.48044333633744146,0.6319168
4930471M23Rik,769,True,0.2482262109885967,0.759592662567006,0.76156086
4930503L19Rik,327,True,0.0825629719533242,0.9520935575076597,0.85096323
4930525G20Rik,232,True,0.03474580242431129,0.5565208921041952,0.66724914
4930534B04Rik,104,True,0.019140227640315532,0.6086703674671924,0.6914687
4930563E22Rik,433,True,0.10524323864437232,0.35681972387414007,0.5745028
4930570G19Rik,529,True,0.11182689446226633,0.2721956457682065,0.53520125
4930579G24Rik,1787,True,0.06907128676866005,0.29609226577847625,0.54629946
4930594C11Rik,694,True,0.01781641448810802,1.4638095937854447,1.0886172
4931406H21Rik,253,True,0.015269456986605754,0.3764733988280243,0.5836305
4931406P16Rik,888,True,0.2120899150797463,0.8728698472472592,0.8141697
4931428F04Rik,1065,True,0.1900787055466347,0.3590169164575621,0.57552326
4932415G12Rik,725,True,0.23546990615871835,0.5189664479710293,0.64980793
4933400F21Rik,194,True,0.021618024802924025,0.5075365570408722,0.6444996
4933403G14Rik,101,True,0.023215573876596535,0.26074040012788446,0.5298812
4933404O12Rik,1682,True,0.08316031553698672,0.37754695375775904,0.5841291
4933407H18Rik,1726,True,0.4528326608446229,0.9739849408357146,0.8650499
4933407K13Rik,467,True,0.09575907366279256,0.6323113224371746,0.7024482
4933424B01Rik,668,True,0.14601769102474507,0.5909949720398232,0.6832598
4933426M11Rik,993,True,0.13958664594695014,0.6259150960696781,0.6994776
4933431G14Rik,119,True,0.014619968164704178,0.2643216164875894,0.5315444
5031410I06Rik,182,True,0.07221617966411101,1.268825414992262,0.99806154
5031439G07Rik,616,True,0.09464425887533179,0.5767110155374787,0.67662597
5330426P16Rik,255,True,0.0387021937457439,0.25174246817851936,0.5257023
5330437I02Rik,203,True,0.015428950353518111,0.3624951639734316,0.57713866
5430407P10Rik,52,True,0.013023491142422534,2.300673214333205,1.477278
5430411K18Rik,1741,True,0.19536142829483646,0.36079878719333186,0.5763508
5430416O09Rik,1004,True,0.017031460485796363,1.8922064434532824,1.2875756
5430435G22Rik,48,True,0.032357789916829055,1.59929924191492,1.1515421
5930416I19Rik,900,True,0.21457401345999447,0.2620028792301716,0.5304675
5930438M14,56,True,0.022955876414655765,0.40273198614577105,0.5958257
6030446N20Rik,494,True,0.10964291106268362,0.8006375716851788,0.7806232
6330415B21Rik,1587,True,0.11850302207211563,0.19716342204411083,0.5003544
6330416G13Rik,357,True,0.09918965667250491,0.3671090884928473,0.5792815
6330503K22Rik,1056,True,0.3320499031285892,1.192015207995828,1.1882313
6330527O06Rik,967,True,1.4382824167806039,2.591450245234536,2.1147518
6330578E17Rik,1468,True,0.42508581962011105,0.8491990985340854,0.6800826
6430584L05,223,True,0.0781891694680342,0.4420939449050579,0.61410636
6430706D22Rik,880,True,0.30640284199464446,0.9952078002358848,0.8965081
6530401N04Rik,1201,True,0.108018058929261,0.8456635793702756,0.8015344
6720401G13Rik,845,True,0.2210930316071923,0.9668687600311886,0.85782516
6720456H20Rik,471,True,0.09501294758496792,0.3791237168255385,0.5848614
6720463M24Rik,216,True,0.025797668647829532,0.3214393753340344,0.5580713
6720489N17Rik,1308,True,0.09296263664375387,0.6855991300675945,0.7271964
8030462N17Rik,262,True,0.023747866793992923,0.25078935994501445,0.5252596
8430406I07Rik,837,True,0.11142690441520381,0.5138434705030109,0.6474287
8430408G22Rik,595,True,0.03488545592944872,3.1904708042844954,1.8905227
8430427H17Rik,714,True,0.2630247034477043,0.7866892633347605,0.77414525
8430431K14Rik,828,True,0.01602630007707078,0.31066077587919566,0.5530655
9030425E11Rik,524,True,0.08956057448762898,0.2087945798371015,0.5057562
9030617O03Rik,567,True,0.05919433036304991,0.7994430449055289,0.7800684
9130011E15Rik,653,True,0.11462849572096953,0.208594270108786,0.50566316
9130019O22Rik,175,True,0.027575575509227613,0.3831522124718367,0.5867323
9130023H24Rik,543,True,0.24739286521587167,0.8572596647870849,0.80691993
9430015G10Rik,600,True,0.136491804355942,0.8578354801833604,0.8071874
9430016H08Rik,855,True,0.20812251768551926,0.30601931713447084,0.5509098
9430020K01Rik,879,True,0.3973278412271341,1.5202375603439224,1.6747481
9430021M05Rik,611,True,0.0878433597682067,0.277183290399141,0.53751767
9530051G07Rik,108,True,0.019066797167943725,1.2459112227744082,0.9874196
9530059O14Rik,463,True,0.07253611244184201,0.27162236981952526,0.534935
9530077C05Rik,697,True,0.19392174525276135,0.4437635310114537,0.61488175
9530091C08Rik,1807,True,0.5963579356650065,0.92293255059876,0.6270285
9630013A20Rik,111,True,0.11040702595366024,3.437961969199229,2.0054638
9830001H06Rik,1452,True,0.1267269304672794,1.4720580390067164,1.092448
9830147E19Rik,1787,True,0.1371254271896277,0.781447813799523,0.771711
9930012K11Rik,94,True,0.02448037821218137,0.6719783032417075,0.72087055
9930111J21Rik1,1794,True,0.24069196010189609,1.1451315216161893,0.94061494
A130010J15Rik,1769,True,0.126537329050392,0.4302374259799001,0.6085999
A130022J15Rik,535,True,0.14639220405713302,1.7135198791638315,1.204589
A130040M12Rik,1407,True,0.194797634167927,1.0169534207520312,0.8810858
A130049A11Rik,399,True,0.08375747807944238,0.3407021378198383,0.56701744
A230001M10Rik,968,True,0.02960213496277447,1.3637938453918137,1.0421673
A230056J06Rik,576,True,0.04516613988711899,0.35301688974365514,0.57273674
A2m,14,True,0.016967471753907233,2.499505665367807,1.5696208
A330050F15Rik,355,True,0.11105455901601136,0.40686497639093705,0.5977451
A330093E20Rik,233,True,0.04447107399150736,0.39434611247342016,0.59193105
A4galt,1436,True,0.018827059744812184,0.2509358599249167,0.5253277
A530054K11Rik,1207,True,0.1218239222633827,0.7937440199520097,0.77742165
A630007B06Rik,1109,True,0.24651529503902816,0.20420758612366433,0.50362587
A630033H20Rik,1301,True,0.021431441362255704,2.0465800855877068,1.3592707
A830080D01Rik,705,True,0.17020117356293724,0.25084234008743284,0.52528423
A830082K12Rik,1784,True,0.2562538164687435,0.33523426043726196,0.564478
A830082N09Rik,1800,True,0.19208969062601972,0.34432237642889457,0.56869876
A930013F10Rik,1187,True,0.2590050317371917,0.6720833024170665,0.7209193
A930017M01Rik,457,True,0.15603860507917006,0.574774513085421,0.6757266
A930024E05Rik,142,True,0.021918876097096848,0.20290981526724636,0.50302315
A930038C07Rik,84,True,0.08177716594576054,1.8102440880194575,1.2495102
AA387883,34,True,0.01758036012378773,1.2213490569493717,0.97601235
AA960436,299,True,0.065928090560983,0.37834147270104473,0.5844981
AA987161,1162,True,0.20684347445030948,0.8775160171102574,0.8163275
AF251705,35,True,0.032655390663199446,1.9295027548772403,1.304897
AI464131,1136,True,0.05090478744376028,1.6540390077690943,1.1769646
AI593442,1704,True,2.5904303517092306,2.506888266220574,1.2475007
AI848100,1028,True,0.2596186960442514,0.2666050253089958,0.5326048
AI854517,844,True,0.2183103870643036,1.2715124995033076,0.99930954
AI854703,614,True,0.13943903000166455,0.3858127924169103,0.587968
AI987944,1488,True,0.2378140009178341,1.6288254733073804,1.1652548
AU019823,1111,True,0.16909603221822322,0.2782786584570727,0.5380264
AU040320,963,True,0.21285727166210827,0.7314407425102419,0.7484864
AU041133,1253,True,0.21776935505939504,0.8413024999813252,0.799509
AW112010,29,True,0.03767809359710342,1.9285200670026852,1.3044406
AW146154,1702,True,0.19120236100021168,0.8901644064920026,0.8222017
AW549877,1413,True,0.7502319162646036,0.9774979078055896,0.70008236
AW551984,292,True,0.13116169640185865,1.2086173544484822,0.9700994
AW554918,595,True,0.1159819800036401,0.39366044826889224,0.59161264
Aacs,903,True,0.23568607904244368,0.822598901283346,0.79082257
Aasdh,587,True,0.16262093437269168,0.5953494699233572,0.6852822
Aass,56,True,0.019707601120762426,1.9171065980071302,1.2991399
Abat,1350,True,1.0011393446876424,1.06828729062819,0.7973404
Abca1,327,True,0.131126109029333,1.9197822051832991,1.3003825
Abca2,1301,True,0.3919488552707496,0.751190484202623,0.5348066
Abca3,1146,True,0.2482737289414666,0.37900863209583696,0.58480793
Abca6,1306,True,0.04733990619822335,1.6304314529523647,1.1660006
Abca8a,62,True,0.053732886607260076,1.8349544894982015,1.2609863
Abca8b,1467,True,0.15002938827259385,0.5054970786199054,0.6435524
Abca9,99,True,0.06920730712228207,2.3262444488388425,1.489154
Abcb10,374,True,0.09396456906299579,0.7562436174305521,0.7600055
Abcb1a,54,True,0.10982248019437879,2.7258387701351543,1.6747358
Abcb1b,245,True,0.026861178232342384,0.6948663957670839,0.7315003
Abcb6,416,True,0.11820409683934643,0.49101418657312856,0.63682616
Abcb9,396,True,0.033292325647071276,0.37988904297448434,0.5852168
Abcc1,764,True,0.16713042926883764,0.5519005039028407,0.6651033
Abcc10,613,True,0.02190116890692217,0.8610091652152057,0.8086613
Abcc3,18,True,0.013282740221344772,1.7335141770155011,1.2138749
Abcc4,219,True,0.05080802482827704,2.6347140570640177,1.632415
Abcc8,569,True,0.11846627616131108,0.367211870286795,0.57932925
Abcc9,1770,True,0.04136511826136979,0.7238981960559963,0.74498343
Abcd1,264,True,0.0625575804038346,1.2859235826868725,1.0060024
Abcd2,1616,True,0.4607419407388088,1.147936739398883,1.1228948
Abcd3,1170,True,0.537609366705898,1.0051433055640626,0.7370949
Abcd4,1680,True,0.06448574124481952,1.094553188069972,0.9171251
Abcg2,596,True,0.3420735911087071,2.705068769922552,3.4309971
Abcg4,895,True,0.2407909936192688,0.3211166876265684,0.55792147
Abhd1,257,True,0.05600999314164595,1.0445878365258223,0.8939199
Abhd13,1142,True,0.22482419216340643,0.4869978825020772,0.6349609
Abhd14b,569,True,0.20446389948402438,1.0109713356795664,0.8783076
Abhd15,1659,True,0.02235640173073913,0.2842660279666448,0.54080707
Abhd2,414,True,0.06866471954532061,0.8881421463360056,0.82126254
Abhd3,713,True,0.4378277169316243,1.9036356068000546,2.2430506
Abhd4,383,True,0.23059558313859677,1.7107246866292125,1.2032908
Abhd5,441,True,0.16265824814840849,0.8756910840835297,0.81547993
Abi3,52,True,0.0363680961056086,2.0310791152767314,1.3520716
Abi3bp,266,True,0.05867641963846291,0.2240811709055012,0.51285565
Abl1,402,True,0.08592501017084415,1.1869118220874486,0.9600188
Ablim1,1455,True,0.615684985728548,0.8317632910945142,0.50496817
Ablim3,505,True,0.08610505363163665,0.20574819158150096,0.50434136
Abtb2,151,True,0.04204369055998609,1.3210132967587296,1.0222989
Acaa1a,806,True,0.11035426906193292,0.2813055939580879,0.53943217
Acaa2,236,True,0.12609728111579824,1.6514431157147624,1.175759
Acaca,981,True,0.20003110903110813,0.6359050465703665,0.7041172
Acad11,536,True,0.1490538431849723,0.31181664385315805,0.5536023
Acadl,480,True,0.12089048960346771,0.6528423483548776,0.7119833
Acadm,874,True,0.30976069863782174,0.8061668642591515,0.6162969
Acan,172,True,0.032905742541643065,0.29505359118209445,0.5458171
Acat3,428,True,0.02705184861224053,1.3127659077982738,1.0184686
Acbd3,732,True,0.20657482939267857,0.7043734439275242,0.73591566
Accn2,852,True,0.13305310189757757,0.3861117190097124,0.5881068
Accs,121,True,0.032075127392839554,0.5105416488823691,0.64589524
Ace2,11,True,0.017552742135013677,2.4621488749702216,1.5522715
Acer2,44,True,0.01724860624517119,2.0976668774920326,1.3829967
Acer3,1001,True,0.3158201048182768,1.099378020552535,1.0509173
Ache,781,True,0.13755162022913275,0.20419092155727983,0.5036181
Aco1,1779,True,0.21444020596016988,0.9425603809402806,0.84653574
Acot11,1544,True,0.05616980400738386,1.8123858019556025,1.2505049
Acox3,494,True,0.13699762875284852,0.891812278921369,0.82296705
Acp6,496,True,0.10936859137523072,0.4445427099789152,0.6152436
Acpl2,567,True,0.18766741977785648,0.8781786505278486,0.81663525
Acsbg1,181,True,0.32439387111963924,3.1440046819717153,4.081622
Acsl3,1315,True,0.5723720837961254,1.3937988258872807,1.2574393
Acsl6,1269,True,0.5845255347723184,1.7159694077995191,1.6887716
Acss1,238,True,0.04393141086786061,1.4459291269124421,1.0803131
Acta2,101,True,0.19749008210161909,4.904186297332526,2.686416
Actl6a,713,True,0.18676258730245762,0.5683887644619529,0.6727609
Actn4,1224,True,0.3031356140491639,0.7555841597095136,0.54131925
Acvr1,601,True,0.1386945557368655,0.6215896536943771,0.69746876
Acvr1c,627,True,0.19227252159210328,0.8007415820577191,0.7806715
Acvrl1,27,True,0.022284518940474684,1.8338026777707013,1.2604514
Acy1,211,True,0.06171223810484847,0.5860506727758228,0.6809636
Acy3,43,True,0.01449876923328506,0.7993224254707013,0.78001237
Adam12,60,True,0.014183670978859838,1.678557363368576,1.1883515
Adam17,525,True,0.13846906836384876,1.2733692336437838,1.0001718
Adam19,885,True,0.12428453037407368,0.37929708987235317,0.5849419
Adam1a,214,True,0.06669143025214004,0.7639794531020969,0.7635982
Adam4,130,True,0.021556359106614287,0.8556925141518926,0.8061921
Adam8,233,True,0.06264326818166596,0.4964653439463742,0.63935786
Adam9,995,True,0.22298646426675903,1.422431845203573,1.0694003
Adamts1,184,True,0.10750818442770561,2.6537786206412988,1.6412692
Adamts10,371,True,0.07523929641212355,0.8578323943743505,0.80718595
Adamts20,432,True,0.08753370342946835,0.325930347706334,0.56015706
Adamts3,669,True,0.39295201728676243,1.1604337735427062,1.1414189
Adamts4,254,True,0.016635534569195407,1.2093309755599788,0.97043085
Adamts5,130,True,0.03213393402802964,0.32383954929460135,0.55918604
Adamts6,165,True,0.03439680923104763,1.2380729925609106,0.9837794
Adamts8,170,True,0.04689190656606704,0.35676415014884355,0.574477
Adamtsl1,134,True,0.02820522849567139,0.7441831797692116,0.7544043
Adamtsl3,39,True,0.034049207760796354,1.8859393559886855,1.284665
Adamtsl4,44,True,0.016329112116176693,1.3438220421196059,1.0328919
Adap2,99,True,0.059388827794648186,1.6563348376972875,1.1780308
Adarb2,887,True,0.4947693370057781,1.7503703711307836,2.015869
Adck2,738,True,0.09105172175845429,0.557868210500389,0.6678749
Adck3,792,True,0.2208913366141124,0.7454860407825353,0.7550094
Adck5,588,True,0.16460378583022192,0.19917189549329783,0.50128716
Adcy2,1012,True,0.431305554605874,0.7556095196061826,0.54135686
Adcy3,463,True,0.0757783891440897,0.20719205676356067,0.5050119
Adcy5,557,True,0.10131033157692168,0.5359148391713952,0.6576792
Adcy8,802,True,0.16989427341887334,0.26046576698700025,0.5297536
Adcy9,619,True,0.1536698035576341,0.3092069661923672,0.5523903
Adcyap1,292,True,0.09415380359626536,0.28768334257481104,0.54239416
Adcyap1r1,1391,True,0.6099309106473637,1.0442982199789195,0.78951675
Add1,1607,True,0.763613488215667,0.8836251785725424,0.5744025
Add3,1044,True,0.4388715550430848,0.9801379224637614,0.87417036
Adhfe1,167,True,0.09426331388310256,2.047678192137651,1.3597807
Adi1,1487,True,0.2739109452293629,0.9717437203905627,0.8617278
Adipor2,474,True,0.1034449355886301,0.7303990006285583,0.7480026
Adk,1401,True,0.7744602789780264,1.0464214571753339,0.7923594
Adm,341,True,0.119343799171285,1.7528595457453968,1.2228594
Adnp2,454,True,0.11197446451706759,0.6055647473750323,0.6900264
Ado,1742,True,1.999267621064083,2.448222941467974,1.5020485
Adora1,1105,True,0.6192419320868188,0.9489250211757085,0.66182804
Adora2b,35,True,0.01385462560877888,1.3760497579832742,1.0478593
Adora3,15,True,0.012900922469147591,2.5285737181046763,1.5831208
Adra2b,1503,True,0.013462741944155239,0.6449636114243006,0.7083242
Adrb2,54,True,0.038652816298400804,1.9539665756233722,1.3162585
Adrbk1,895,True,0.1676868661929149,0.23968452611146718,0.52010226
Adrbk2,1495,True,0.5025355151720944,0.8880073618392861,0.73760724
Adssl1,332,True,0.059450279583313094,0.20660386849739476,0.50473875
Aebp1,67,True,0.014783906369862078,0.8594198074740476,0.80792314
Aen,861,True,0.17840823287650498,0.2643443756756795,0.53155494
Afap1,1550,True,0.8838658059841755,1.4203281080304835,1.2816067
Afap1l1,450,True,0.15098201318332297,0.9737421038254387,0.86101735
Afap1l2,78,True,0.10835897719764045,2.114324676752996,1.390733
Aff1,274,True,0.05294867954934396,1.481913749540235,1.0970253
Aff3,733,True,0.17882688789791187,0.3673640036802226,0.5793999
Aga,408,True,0.15270475533932398,0.7553788457355863,0.75960386
Agbl2,23,True,0.01711285016864995,2.04104761398088,1.3567013
Agfg1,693,True,0.14330067222033047,0.4905945992963262,0.6366313
Aggf1,1054,True,0.23260742742236176,0.2990957469083909,0.5476944
Agmo,44,True,0.05866383630277397,2.201013708601926,1.4309936
Agpat3,583,True,0.08555777305638684,0.4660849522659366,0.62524843
Agpat4,1511,True,0.6625508210836176,0.919325760059447,0.6221996
Agpat5,1150,True,0.3400425602771043,1.2002921490222864,1.2005
Agphd1,1424,True,0.04728114796398975,0.9322445299406145,0.84174484
Agps,1077,True,0.25084426000989957,0.9540968400260609,0.8518936
Agt,55,True,0.020831503389976715,1.143274887102487,0.9397527
Agtr2,39,True,0.023164753282125146,0.8968794351343005,0.82532036
Agtrap,1152,True,0.023468554314148182,1.0093530812670386,0.87755597
Agxt2l1,46,True,0.029051486388077065,1.983741037213045,1.3300866
Agxt2l2,250,True,0.03879639813373165,0.2655753418339911,0.5321266
Ahctf1,1046,True,0.21731564423123895,0.5188691357787395,0.64976275
Ahcyl1,1622,True,0.9805600414123029,0.9631317355996418,0.65268874
Ahcyl2,1034,True,0.25449126513924963,0.44212891707903534,0.6141226
Ahnak,250,True,0.15025539300517737,2.369092325024046,1.5090536
Aif1,86,True,0.07666021971502716,1.9854028952792158,1.3308585
Aif1l,46,True,0.050241233806362556,2.0597087103466407,1.365368
Aifm2,224,True,0.05701226621601427,0.40668937829779617,0.5976636
Ak3,774,True,0.2029110273541546,1.1729235589253155,0.9535223
Ak4,474,True,0.10065366722703319,0.2669282982941223,0.53275496
Akap1,607,True,0.1305649151796052,0.30514684723329694,0.5505046
Akap10,1006,True,0.08446106209798374,0.8982354170637821,0.8259501
Akap12,640,True,0.13875005673965868,1.477513411840544,1.0949816
Akap13,685,True,0.2767631638569683,1.6555497497695952,1.8753183
Akap17b,797,True,0.20923845641427816,0.3342987019628679,0.5640435
Akap2,1029,True,0.2368066658742238,0.6171402126090041,0.6954023
Akr1b10,498,True,0.15391050954001886,0.75944539338209,0.7614925
Akr1b8,96,True,0.01324584322830799,0.7753312450147248,0.7688703
Akr1c18,220,True,0.2837443031909459,1.863056689606408,2.1829011
Akt2,868,True,0.27764503844804983,0.9714795334272498,0.8613362
Alcam,1418,True,0.8743279123226084,1.303437748014255,1.1208127
Aldh18a1,846,True,0.24431609823112774,0.49720374237861426,0.6397008
Aldh1a1,178,True,0.07592431046939671,1.374404759261257,1.0470953
Aldh1b1,403,True,0.14591706519816547,0.29648176663632747,0.54648036
Aldh1l1,265,True,0.14845518527335264,2.061104982367681,1.3660164
Aldh1l2,483,True,0.1006117826071706,0.380536085801626,0.58551735
Aldh2,478,True,0.04720989868253687,0.23877291238894008,0.5196789
Aldh3a1,85,True,0.025182552108064842,0.403069945021858,0.5959826
Aldh3a2,963,True,0.37919809486607475,0.9316854355326533,0.8023503
Aldh3b1,68,True,0.03261121202209791,1.4085183432802295,1.0629386
