0
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
Oligodendrocyte.2
Oligodendrocyte.2
Microglia
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Microglia
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
Microglia
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.1
Oligodendrocyte.2
Endothelial Cell
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Microglia
Endothelial Cell
Endothelial Cell
Glutamatergic Neuron
Astrocyte
Oligodendrocyte.2
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Oligodendrocyte.2
GABA-ergic Neuron
Oligodendrocyte.3
Microglia
Glutamatergic Neuron
Oligodendrocyte.3
Endothelial Cell
Oligodendrocyte.2
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Microglia
Oligodendrocyte.2
Microglia
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Oligodendrocyte.3
Endothelial Cell
Glutamatergic Neuron
Endothelial Cell
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Microglia
Oligodendrocyte.2
GABA-ergic Neuron
Endothelial Cell
Oligodendrocyte.2
Astrocyte
Oligodendrocyte.3
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.3
Oligodendrocyte.2
Microglia
Microglia
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Microglia
Endothelial Cell
Microglia
Oligodendrocyte.2
Oligodendrocyte.3
Oligodendrocyte.2
Glutamatergic Neuron
Microglia
Oligodendrocyte.2
Endothelial Cell
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Oligodendrocyte.2
Microglia
Endothelial Cell
Oligodendrocyte.2
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Microglia
Oligodendrocyte.2
Oligodendrocyte.2
Microglia
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Endothelial Cell
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Oligodendrocyte.3
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.1
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Endothelial Cell
Endothelial Cell
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Astrocyte
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Astrocyte
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
Oligodendrocyte.2
Oligodendrocyte.3
Oligodendrocyte.2
Oligodendrocyte.1
GABA-ergic Neuron
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
Oligodendrocyte.1
Oligodendrocyte.1
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
Oligodendrocyte.3
Oligodendrocyte.2
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Oligodendrocyte.3
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Microglia
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
Endothelial Cell
Oligodendrocyte.2
Oligodendrocyte.2
Oligodendrocyte.2
Endothelial Cell
Endothelial Cell
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Astrocyte
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Endothelial Cell
Endothelial Cell
Microglia
GABA-ergic Neuron
Oligodendrocyte.1
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Microglia
Endothelial Cell
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Astrocyte
GABA-ergic Neuron
Oligodendrocyte.2
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Endothelial Cell
Oligodendrocyte.1
Oligodendrocyte.2
Endothelial Cell
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
Oligodendrocyte.2
Endothelial Cell
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Endothelial Cell
Endothelial Cell
Endothelial Cell
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
GABA-ergic Neuron
Microglia
Glutamatergic Neuron
Astrocyte
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Astrocyte
Endothelial Cell
GABA-ergic Neuron
Microglia
Endothelial Cell
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Endothelial Cell
GABA-ergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Endothelial Cell
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Oligodendrocyte.1
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Endothelial Cell
Endothelial Cell
Oligodendrocyte.2
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Microglia
GABA-ergic Neuron
Microglia
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
Microglia
Oligodendrocyte.3
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Microglia
Microglia
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Endothelial Cell
Astrocyte
Glutamatergic Neuron
Oligodendrocyte.1
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.3
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Endothelial Cell
Glutamatergic Neuron
Glutamatergic Neuron
GABA-ergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
Glutamatergic Neuron
Oligodendrocyte.1
Microglia
Glutamatergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
Oligodendrocyte.1
GABA-ergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Oligodendrocyte.2
GABA-ergic Neuron
Oligodendrocyte.2
Oligodendrocyte.2
Oligodendrocyte.1
Endothelial Cell
Oligodendrocyte.2
GABA-ergic Neuron
GABA-ergic Neuron
GABA-ergic Neuron
Endothelial Cell
Oligodendrocyte.2
GABA-ergic Neuron
Oligodendrocyte.2
Glutamatergic Neuron
GABA-ergic Neuron
Glutamatergic Neuron
Endothelial Cell
Glutamatergic Neuron
